Kingdom	Phylum	Class	Order	Family	Genus
sq4138	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
sq4139	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
sq4140	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
sq4141	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	NA	NA
sq4142	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq4143	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
sq4144	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	NA
sq4145	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq4146	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq4147	Bacteria	Acidobacteria	Subgroup_5	NA	NA	NA
sq4148	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq4149	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4150	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Occidentia
sq4151	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga
sq4152	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sedimentitalea
sq4153	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq4154	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
sq4155	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq4156	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
sq4157	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	NA	NA
sq4158	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4159	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4160	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq4161	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq4162	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq4163	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	NA
sq4164	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
sq4165	Bacteria	Chloroflexi	TK17	NA	NA	NA
sq4166	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq4167	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
sq4168	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4169	Archaea	Thaumarchaeota	NA	NA	NA	NA
sq4170	Bacteria	Proteobacteria	Gammaproteobacteria	P0X4b2H11	NA	NA
sq4171	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq4172	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq4173	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq4174	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq4175	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
sq4176	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
sq4177	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	MWH-UniP1_aquatic_group
sq4178	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4179	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
sq4180	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
sq4181	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq4182	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia
sq4183	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium
sq4184	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Marinicella
sq4185	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorpha
sq4186	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq4187	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
sq4188	Bacteria	Proteobacteria	NA	NA	NA	NA
sq4189	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq4190	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylobacillus
sq4191	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA
sq4192	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
sq4193	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2
sq4194	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq4195	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
sq4196	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
sq4197	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1
sq4198	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq4199	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga
sq4200	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
sq4201	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
sq4202	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA
sq4203	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq4204	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq4205	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4206	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4207	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4208	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq4209	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4210	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq4211	Bacteria	Proteobacteria	NA	NA	NA	NA
sq4212	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq4213	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4214	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq4215	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	NA	NA
sq4216	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4217	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4218	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Candidatus_Endoecteinascidia
sq4219	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq4220	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq4221	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
sq4222	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq4223	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq4224	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Diplosphaera
sq4225	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	NA
sq4226	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
sq4227	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga
sq4228	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq4229	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	NA	NA
sq4230	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
sq4231	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4232	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4233	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq4234	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia
sq4235	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
sq4236	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Sva1033	NA
sq4237	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq4238	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq4239	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2
sq4240	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq4241	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4242	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Rubinisphaera
sq4243	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq4244	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq4245	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	NA
sq4246	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4247	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	NA	NA
sq4248	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum
sq4249	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq4250	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq4251	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq4252	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1
sq4253	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq4254	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq4255	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium
sq4256	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq4257	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq4258	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sq4259	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq4260	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq4261	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA
sq4262	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4263	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4264	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4265	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq4266	Bacteria	Acidobacteria	Subgroup_17	NA	NA	NA
sq4267	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4268	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4269	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq4270	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq4271	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq4272	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq4273	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq4274	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
sq4275	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55
sq4276	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq4277	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq4278	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
sq4279	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
sq4280	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq4281	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter_clade_NAC11-7_lineage
sq4282	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq4283	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55
sq4284	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq4285	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq4286	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq4287	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	053A03-B-DI-P58	NA
sq4288	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq4289	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq4290	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4291	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4292	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4293	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
sq4294	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
sq4295	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter
sq4296	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	NA	NA
sq4297	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq4298	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq4299	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	NA	NA
sq4300	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
sq4301	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
sq4302	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq4303	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq4304	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2
sq4305	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq4306	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter
sq4307	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq4308	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4309	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
sq4310	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gilvibacter
sq4311	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq4312	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq4313	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4314	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4315	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4316	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA
sq4317	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq4318	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq4319	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq4320	Bacteria	Chloroflexi	TK17	NA	NA	NA
sq4321	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Captivus
sq4322	Bacteria	Acidobacteria	Subgroup_5	NA	NA	NA
sq4323	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA
sq4324	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq4325	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA
sq4326	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq4327	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4328	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq4329	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Litoribrevibacter
sq4330	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq4331	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
sq4332	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq4333	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq4334	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq4335	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1
sq4336	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium
sq4337	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq4338	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq4339	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
sq4340	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq4341	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
sq4342	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq4343	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq4344	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4345	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA
sq4346	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
sq4347	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4348	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4349	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA
sq4350	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4351	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq4352	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq4353	Bacteria	Proteobacteria	Gammaproteobacteria	P0X4b2H11	NA	NA
sq4354	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
sq4355	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4356	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA
sq4357	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4358	Bacteria	PAUC34f	NA	NA	NA	NA
sq4359	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq4360	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq4361	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA
sq4362	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq4363	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
sq4364	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq4365	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq4366	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq4367	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
sq4368	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
sq4369	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq4370	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA
sq4371	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4372	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq4373	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4374	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter
sq4376	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55
sq4377	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq4378	Bacteria	Proteobacteria	NA	NA	NA	NA
sq4379	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq4380	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	NA
sq4381	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
sq4382	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4383	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq4384	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq4385	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4386	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
sq4387	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq4388	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
sq4389	Bacteria	Chloroflexi	TK17	NA	NA	NA
sq4390	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55
sq4391	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4392	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq4393	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
sq4394	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq4395	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq4396	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq4397	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella
sq4398	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter
sq4399	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga
sq4400	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Actimicrobium
sq4401	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq4402	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
sq4403	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	NA
sq4404	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq4405	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA
sq4406	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq4407	Bacteria	PAUC34f	NA	NA	NA	NA
sq4408	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq4409	Bacteria	Lentisphaerae	NA	NA	NA	NA
sq4410	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq4411	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq4412	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq4413	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA
sq4414	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4415	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq4416	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq4417	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	NA
sq4418	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq4419	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq4420	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira
sq4421	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
sq4422	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq4423	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq4424	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4425	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq4426	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq4427	Bacteria	Margulisbacteria	NA	NA	NA	NA
