Kingdom	Phylum	Class	Order	Family	Genus
sq870	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
sq871	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq872	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
sq873	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
sq874	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902
sq875	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq876	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group	NA
sq877	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq878	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq879	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
sq880	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq881	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq882	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
sq883	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
sq884	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
sq885	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	NA	NA
sq886	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
sq887	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq888	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq889	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq890	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq891	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq892	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01
sq893	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
sq894	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
sq895	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq896	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq897	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq898	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq899	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Thalassobaculaceae	Thalassobaculum
sq900	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
sq901	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq902	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccus
sq903	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq904	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq905	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq906	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq907	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
sq908	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq909	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq910	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq911	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
sq912	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq913	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
sq914	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq915	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	Candidatus_Thioglobus
sq916	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
sq917	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq918	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq919	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq920	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq921	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq922	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq923	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq924	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq925	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq926	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
sq927	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_III	NA
sq928	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq929	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq930	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq931	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA
sq932	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq933	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq934	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq935	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq936	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq937	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq938	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	NA
sq939	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_III	NA	NA
sq940	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq941	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq942	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq943	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq944	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq945	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter
sq946	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq947	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq948	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq949	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq950	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq951	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq952	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
sq953	Bacteria	Proteobacteria	NA	NA	NA	NA
sq954	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq955	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans
sq956	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq957	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq958	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	NA	NA
sq959	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
sq960	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
sq961	Bacteria	Planctomycetes	028H05-P-BN-P5	NA	NA	NA
sq962	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq963	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
sq964	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
sq965	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq966	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
sq967	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq968	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	NA	NA
sq969	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq970	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq971	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq972	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq973	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq974	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA
sq975	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq976	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq977	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
sq978	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum
sq979	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq980	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq981	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq982	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
sq983	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
sq984	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
sq985	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
sq986	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmatales_Incertae_Sedis	Candidatus_Hepatoplasma
sq987	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
sq988	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq989	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	EF100-94H03	NA
sq990	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
sq991	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq992	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq993	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq994	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	NA
sq995	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq996	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq997	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq998	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq999	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq1000	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1001	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
sq1002	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_IV	NA
sq1003	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1004	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1005	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1006	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	NA
sq1007	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq1008	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1009	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1010	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter
sq1011	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1012	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	NA	NA
sq1013	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1014	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1015	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1016	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_IV	NA
sq1017	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
sq1018	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
sq1019	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq1020	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq1021	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43_clade
sq1022	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1023	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq1024	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1025	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq1026	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
sq1027	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1028	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq1029	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira
sq1030	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1031	Bacteria	Chloroflexi	NA	NA	NA	NA
sq1032	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1033	Bacteria	Proteobacteria	Gammaproteobacteria	UBA4486	NA	NA
sq1034	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1035	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1036	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
sq1037	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus
sq1038	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq1039	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
sq1040	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rubripirellula
sq1041	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
sq1042	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group	NA
sq1043	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
sq1044	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola
sq1045	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
sq1046	Bacteria	Planctomycetes	028H05-P-BN-P5	NA	NA	NA
sq1047	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq1048	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
sq1049	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43_clade
sq1050	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1051	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq1052	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq1053	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq1054	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Hydrotalea
sq1055	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1056	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq1057	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
sq1058	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq1059	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1060	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq1061	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
sq1062	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq1063	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
sq1064	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
sq1065	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq1066	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1067	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902
sq1068	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1069	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1070	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1071	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1072	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	JL-ETNP-F27
sq1073	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1074	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA
sq1075	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
sq1076	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq1077	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq1078	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1079	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq1080	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	C1-B045
sq1081	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA
sq1082	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1083	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1084	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1085	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq1086	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq1087	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
sq1088	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1089	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq1090	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
sq1091	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1092	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1093	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1094	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1095	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Verticia
sq1096	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
sq1097	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1098	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1099	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq1100	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq1101	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq1102	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq1103	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira
sq1104	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1105	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
sq1106	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1107	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	NA	NA
sq1108	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq1109	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA
sq1110	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1111	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq1112	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1113	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq1114	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq1115	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq1116	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq1117	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1118	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq1119	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1120	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1121	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
sq1122	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
sq1123	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
sq1124	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq1125	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group	NA
sq1126	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	NA	NA
sq1127	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
sq1128	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroserpens
sq1129	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1130	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq1131	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1132	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq1133	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA
sq1134	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccus
sq1135	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1136	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
sq1137	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1138	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1139	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1140	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
sq1141	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	JL-ETNP-F27
sq1142	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq1143	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
sq1144	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq1145	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1146	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1147	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1148	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
sq1149	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans
