X1	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X7	X8	X9
sq3264	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	5	3	4	1	1	0	1	2	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3265	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	13	0	0	0	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
sq3266	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	6	2	0	2	0	3	0	0	1	0	0	0	5	0	1	0	0	0	2	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3267	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	1	1	0	0	0	1	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	5	0
sq3268	0	0	1	0	0	4	0	4	0	1	0	0	0	0	0	0	0	3	0	2	0	0	3	0	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3269	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
sq3270	0	0	0	0	2	0	5	0	0	0	0	2	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	4	2	1	0	0	0	0	0	0	0	3	0	0	0	0
sq3271	0	0	0	0	1	6	2	1	0	1	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0
sq3272	0	0	0	0	1	1	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0
sq3273	0	0	0	0	0	3	0	4	0	6	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3274	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3275	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	2	2	0	9	0	1	0	0	0	0	0	0	0	1	3	1	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3276	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	11	5	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
sq3277	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	3	1	3	2	0	0	0	0	1	0	0	0	1	2	0	2	0	0	1	0	0	0	0	4	2	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3278	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	1
sq3279	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
sq3280	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
sq3281	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	1	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3282	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3283	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	1	0	4	0	11	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
sq3284	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3285	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	13	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0
sq3286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	4	1	0	8	0	0	0	0	1	0	0	0	0	1	0	3	0	0	6	0	0	0	0	0	0
sq3287	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3288	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3289	3	0	0	0	0	0	0	3	0	4	0	1	0	0	0	0	0	2	0	2	0	0	3	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3290	3	0	0	0	2	3	1	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	3	5	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3291	3	0	0	0	1	2	0	1	0	0	0	1	0	0	0	2	1	5	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3292	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3293	2	0	0	0	0	0	1	2	0	0	0	1	0	0	0	7	0	1	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3294	1	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	5	0	1	0	0	2	0	1	0	0	0	3	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
sq3295	1	0	0	0	0	3	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3296	1	0	0	0	0	4	0	2	0	5	0	0	0	0	0	0	0	3	0	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3297	1	0	0	0	0	4	0	4	0	2	0	0	0	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0
sq3298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3299	1	0	0	0	1	0	3	0	0	0	0	4	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	2	3	1	0	1	0	0	0	0	0	0	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3300	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3301	1	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	4	0	1	0	2	2	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3302	0	0	4	2	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1
sq3303	0	0	4	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	2	0	0	4	0	3	0	3	0	0	0	1	0	0	2	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3304	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	2	1	5	1	0	0	0	0	0	3	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3305	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0
sq3306	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	1	0	3	4	1	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3307	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	4	5	1	0	1	0	0	1	0	0	0	0	2	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
sq3308	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	2	0	0	0	5	1	0
sq3309	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	5	0	0	0	0	0	0	4	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
sq3310	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
sq3311	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0	0	0	3	0	1	0	0	0	0	5	1	0	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3312	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	5	1	3	0	1	0	0	0	0	0	0	0	1	4	1	1	0	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3313	0	0	0	0	0	1	1	3	0	3	0	0	0	0	0	0	0	8	0	0	0	1	2	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3314	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
sq3315	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0	0	0	0	8	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0
sq3316	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	5	0	2	0	0	1	0	0	0	1	0	0	0	2	0	4	1	0	0	1	0	0	0	0	0	0	0	6	0	0	1	0	0
sq3317	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	9	0	0	0	0	1	1	0	1	1	4	0	1	0	0	2	0	0	0	0	0	0
sq3318	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
sq3319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
sq3321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	3	0	0	0	1	2	4	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
sq3322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	7	1	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0
sq3323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2	0	0	0	0	0	5	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0
sq3324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	5	1	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0
sq3325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
sq3326	2	0	0	0	0	2	0	2	0	6	0	0	0	0	0	0	0	1	0	2	0	3	1	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3327	2	0	0	0	0	3	0	5	0	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
sq3328	2	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	10	0	2	0	0	2	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3329	2	0	0	0	0	7	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3330	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3331	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	2	0	0	1	0	1	0	0	0	4	0	1	2	0	1	2	4	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3332	1	0	0	0	4	1	0	0	1	0	0	3	0	0	0	4	5	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3333	1	0	0	0	0	2	0	6	0	5	0	0	0	0	0	0	0	2	0	2	0	2	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3334	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	5	6	0	0	1	0	0	1	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
sq3335	1	0	0	0	1	0	4	1	0	0	0	0	0	0	0	2	2	1	1	0	0	0	1	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sq3336	1	0	0	0	0	1	0	4	0	5	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3337	1	0	0	0	3	3	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3338	0	4	0	3	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	4	0	0	0	0	0	0	0	0	0	0	1
sq3339	0	3	2	2	2	0	0	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	1	1
sq3340	0	2	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	6	0	0	0	0	0
sq3341	0	1	2	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	2	1	1	0	0	0	0	0	3	0	0	2	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0
sq3342	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	1	1	0	1	2	2	0	0	0	0	0	0	7	3	3	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3343	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3344	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3345	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	24	0	0	0	0	0
sq3346	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	5	1	1	0	0	0	1	0	4	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
sq3347	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0
sq3348	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	3	2	0	2	0	0	0	0	0	0	0	0	1	1	8	0	0	1	2	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3349	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3350	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	6	0	6	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3351	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3352	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0
sq3353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	2	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
sq3354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0
sq3355	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3356	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	5	0	0	3	9	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
sq3357	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	1	2	0	1	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3358	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
sq3359	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3360	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3361	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3362	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
sq3363	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
sq3364	1	0	0	0	2	2	1	0	0	2	0	0	0	0	0	3	2	5	0	1	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3365	1	0	0	0	0	1	0	2	0	5	0	0	0	0	0	0	0	3	0	1	0	2	1	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3366	0	0	2	0	0	4	1	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3367	0	0	0	0	2	1	1	0	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sq3368	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	4	0	1	0	0	0	0	0	0	0	0	1	0	1	0	8	0	1	3	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
sq3369	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	2	2	3	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3370	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	4	1	1	0	1	1	0	0	0	0	0	6	0	3	0	1	1	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3371	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	9	0	1	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3372	0	0	0	0	1	0	2	1	2	2	0	0	0	0	0	0	1	9	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3373	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
